seqnames	start	end	width	strand	Conc	Conc_WT	Conc_KO	Fold	p.value	FDR
chr7	125036481	125036881	401	*	7.64763943680182	8.59491064610362	3.84732368657453	4.65837315082363	3.6063459557455e-43	1.20091320326325e-40
chr14	62416103	62416503	401	*	7.88770363469879	8.81492835629294	4.54229484444353	4.21025389904828	8.72079508289989e-43	2.80722393718547e-40
chr15	8659528	8659928	401	*	7.82890628418336	8.78148827203093	3.87807483684201	4.78857888836331	1.29001652264689e-42	4.01860953522613e-40
chr5	131643254	131643654	401	*	7.62367211120261	8.5713864213649	3.81140180450508	4.64506559736173	1.58445470894484e-42	4.78158722633761e-40
chr10	13415690	13416090	401	*	7.53988007193628	8.49486479343378	3.51522313891816	4.86606577085455	2.09147863200139e-42	6.12042701492042e-40
chr18	8044166	8044566	401	*	7.50891534149761	8.46935714915769	3.30053537886695	5.02556397142389	6.66732200133347e-42	1.89371554608463e-39
chr1	166304368	166304768	401	*	7.54041207132505	8.49541365086017	3.51522313891816	4.86007255221976	9.072822785448e-42	2.50332141825918e-39
chr6	50776951	50777351	401	*	7.49623459566085	8.4556990847085	3.32257806097576	5.01029850392203	3.74255614730115e-41	1.00394068651353e-38
chr9	15774773	15775173	401	*	7.60072129307355	8.5455200769308	3.86528617854493	4.57032870049664	9.53499320982839e-41	2.4684976629182e-38
chr9	105348839	105349239	401	*	7.7249304586455	8.65129041804275	4.39613491257862	4.17543202562185	9.71346289643693e-41	2.4684976629182e-38
chr8	45469503	45469903	401	*	7.53862277933442	8.50364488173117	3.15499017896654	5.20787758950813	1.38792812544244e-40	3.4367235659994e-38
chr6	36644898	36645298	401	*	7.55000919855891	8.50874915605269	3.40155108872813	4.97482422595494	1.75367710894262e-40	4.23381496026472e-38
chr13	71148845	71149245	401	*	7.43762876293772	8.40377623448654	3.0073766264018	5.21873612382102	5.14203172977817e-40	1.21113659547482e-37
chr6	8294055	8294455	401	*	7.43783463360707	8.39482712458595	3.34835030919145	4.90849172596216	9.08602760165793e-40	2.08913734640978e-37
chr4	6913378	6913778	401	*	7.57932239074055	8.55358406909584	2.75776778053864	5.58735903356713	2.00390456206224e-39	4.50039682693838e-37
chr17	3442565	3442965	401	*	7.51937332002957	8.4536750899538	4.02988080308195	4.33411404015541	2.12029158608329e-39	4.65355814700144e-37
chr18	35214818	35215218	401	*	7.43309940429996	8.37926078875246	3.66228255930848	4.5945750152179	1.08994264123554e-38	2.33901690809148e-36
chr18	69607818	69608218	401	*	7.55325754115069	8.47934806228613	4.22959740330904	4.16704083846943	1.61579631521027e-38	3.39211848173599e-36
chr11	81860485	81860885	401	*	7.47334899370561	8.4137075472458	3.84732368657453	4.47938153539714	1.74799402000479e-38	3.59156984067794e-36
chr3	139886328	139886728	401	*	7.60802116801341	8.53027369647377	4.3554951996694	4.08791986180496	3.3302381074734e-38	6.70002279247304e-36
chr16	27385424	27385824	401	*	7.39066898045591	8.36129819512998	2.75776778053864	5.42727459248321	4.12877829460628e-38	8.13706367163528e-36
chr2	72426842	72427242	401	*	7.53427712607945	8.46668064483925	4.08493643486907	4.30390142230402	4.5064347469271e-38	8.70372807021499e-36
chr18	8871572	8871972	401	*	7.41302841092212	8.36010189295426	3.61801423289354	4.61218861413758	5.80417423001448e-38	1.09903746155392e-35
chr16	72610666	72611066	401	*	7.2979257074197	8.26479005780284	2.83715123380552	5.26174081630882	1.03237556862577e-37	1.91724055119597e-35
chr5	112110516	112110916	401	*	7.37719597843159	8.32291310262664	3.61801423289354	4.5815549221618	1.43260801366183e-37	2.61031992225138e-35
chr19	36534933	36535333	401	*	7.39669389613516	8.33781991026052	3.75236474932112	4.47262665416304	2.45553126292156e-37	4.39130840852472e-35
chr5	113872989	113873389	401	*	7.36373794103491	8.31381983940991	3.48579136312954	4.72434474035399	3.51814447794042e-37	6.17722204063102e-35
chr18	33552752	33553152	401	*	7.32982857272485	8.29238568617794	3.04321671642934	5.08863086388402	8.47419506408719e-37	1.46134467381946e-34
chr7	144628318	144628718	401	*	7.41344303846158	8.36657078085304	3.44618208256368	4.78975553470549	8.71967316830897e-37	1.47729620677824e-34
chr18	78488601	78489001	401	*	7.31096260525092	8.26118908235578	3.42890333301079	4.72146878399683	1.22430142672159e-36	2.03846187549145e-34
chr18	66022755	66023155	401	*	7.34071150312562	8.27922312138577	3.75776778053864	4.42278684516053	1.55681051276519e-36	2.54815578335143e-34
chr7	4124335	4124735	401	*	7.63108500129919	8.56758847367908	4.09350831472188	4.39727009988091	2.1579797977277e-36	3.47326848444273e-34
chr2	170218739	170219139	401	*	7.37980366182154	8.31803681580871	3.80324052461634	4.41029628387329	2.85839706037621e-36	4.52517055935297e-34
chr18	9450118	9450518	401	*	8.033954724185	8.95624851630441	4.78068330381934	4.10652242480457	4.07717044248459e-36	6.35052176823769e-34
chr1	86053430	86053830	401	*	7.45867465688054	8.39927509323365	3.82690654536565	4.47341146345936	5.59166696841221e-36	8.57122665300901e-34
chr17	15993560	15993960	401	*	7.41738115730359	8.35847365209086	3.7738565156614	4.49424880846717	5.91638417431108e-36	8.92726905801908e-34
chr4	71484080	71484480	401	*	7.35305587007435	8.29621574147291	3.65901636971479	4.5429094104955	1.29518006150134e-35	1.924239054449e-33
chr2	106454567	106454967	401	*	7.32037250153704	8.25571055402578	3.80845667960646	4.35634188761388	1.62954411442111e-35	2.38431932014616e-33
chr1	82687846	82688246	401	*	7.19523602128474	8.14707979068291	3.26632478912471	4.75180341521718	2.53432828137507e-35	3.6528370467521e-33
chr14	59737121	59737521	401	*	7.33490262164914	8.27470830451732	3.7219148358927	4.43697745305527	3.79571896694435e-35	5.3904791270267e-33
chr2	101107458	101107858	401	*	7.24448682337679	8.18854434651741	3.52792753706438	4.55573604981606	4.38212293244811e-35	6.13306683458716e-33
chr10	121206060	121206460	401	*	7.31336303765765	8.24364565524164	3.90754056169692	4.24726188523146	5.2239411895435e-35	7.20680000963165e-33
chr16	72510815	72511215	401	*	7.48931263236706	8.39816858659002	4.45950637271375	3.86388710086912	7.66951542453232e-35	1.0431621190804e-32
chr4	131236697	131237097	401	*	7.24176606273295	8.20094232647659	3.07818799047497	4.99629634396942	9.78809971151203e-35	1.31282887380655e-32
chr3	121686418	121686818	401	*	7.18536645841152	8.13687404056995	3.26632478912471	4.74360140647089	1.71088953144948e-34	2.26287203103167e-32
chr13	78580994	78581394	401	*	7.22728329578302	8.18135039154509	3.23128321968008	4.8295470536872	1.73400155634611e-34	2.26287203103167e-32
chr8	90741296	90741696	401	*	7.33093424217384	8.28986582262494	3.17585560932583	4.9259268389873	1.88639213943532e-34	2.42891851873692e-32
chr4	152625390	152625790	401	*	7.45611737376333	8.36836970547589	4.37320413404573	3.91852965416354	2.18629137500267e-34	2.77802839584221e-32
chr2	62807534	62807934	401	*	7.46159071946883	8.38269779293048	4.22959740330904	4.05556260708703	2.63001890789049e-34	3.29845358357122e-32
chr4	46367559	46367959	401	*	7.22514794825149	8.16727722247595	3.55652048239166	4.48994969501894	2.67966341299713e-34	3.31762943324529e-32
chr9	47279502	47279902	401	*	7.1660763515306	8.12036673880795	3.16315692095493	4.8266995569423	7.30640470876759e-34	8.89402841751386e-32
chr16	52601232	52601632	401	*	7.19363921882614	8.134983228673	3.54406647472333	4.46411815757386	7.3679431852657e-34	8.89402841751386e-32
chr9	61102421	61102821	401	*	7.23171458965709	8.17310137770016	3.58111053900595	4.48998241194364	7.74114130451509e-34	9.22916068860521e-32
chr14	21253321	21253721	401	*	7.17114383606124	8.11767006749785	3.39069832633369	4.61771144388923	1.14886802545976e-33	1.35300225876401e-31
chr4	71481859	71482259	401	*	7.23644033298308	8.16933259688801	3.77687305263102	4.2832846063717	1.91497763363968e-33	2.22806494072993e-31
chr6	101937978	101938378	401	*	7.12774824506135	8.07847779493574	3.23128321968008	4.7191822925623	1.9674329659924e-33	2.26184525626055e-31
chr18	34034767	34035167	401	*	7.08544217683488	8.03706050785986	3.16315692095493	4.73876789066008	2.61558499523144e-33	2.97161227046471e-31
chr2	115132317	115132717	401	*	7.3031955444969	8.23273040422916	3.91239353323168	4.21916834378012	2.95041253489865e-33	3.3130388197112e-31
chr12	15566099	15566499	401	*	7.13428361897938	8.08903084329561	3.11710009706231	4.82895624901792	3.57252230445185e-33	3.96549975794155e-31
chr16	63806572	63806972	401	*	7.30493380973728	8.24526884401436	3.67946563040082	4.46097698638392	6.97792414141998e-33	7.65747879928327e-31
chr1	25180530	25180930	401	*	7.10443314973344	8.06371855035611	2.93704736923641	4.94763232914461	7.8210305612777e-33	8.4862575427257e-31
chr13	48013242	48013642	401	*	7.050965839305	8.00167838490129	3.15499017896654	4.708196448916	9.20030051310049e-33	9.84921674026533e-31
chr14	123065170	123065570	401	*	7.04883197571571	8.00191017369097	3.08307051864392	4.76348544740252	9.28112999238008e-33	9.84921674026533e-31
chr7	117472305	117472705	401	*	7.29057037298805	8.20743662278299	4.13201482721939	3.99401428489817	9.45272507860207e-33	9.92227892218045e-31
chr15	99807774	99808174	401	*	7.10352120518895	8.04463412586934	3.45950637271375	4.45422080935474	3.49725645125593e-32	3.60224752852832e-30
chr18	57262499	57262899	401	*	7.03364237571888	7.98346089217721	3.16315692095493	4.6893968240316	3.50638156447822e-32	3.60224752852832e-30
chr4	95185378	95185778	401	*	7.23104700924496	8.16995159090702	3.63904873255399	4.38898880417994	4.73646828689372e-32	4.81474465752976e-30
chr4	62612902	62613302	401	*	7.33638050979863	8.25073137988555	4.2195838317708	3.94478809860857	6.37254094340894e-32	6.41037790526043e-30
chr7	115866028	115866428	401	*	7.090117212242	8.04134099907398	3.17935301010446	4.72395725074695	6.70896943859118e-32	6.67922864623454e-30
chr3	38299552	38299952	401	*	7.44587590524234	8.35051285243858	4.47926487553164	3.81035545903515	7.44134764539059e-32	7.33276471546295e-30
chr18	8719384	8719784	401	*	7.1754461412812	8.09827928087383	3.91239353323168	4.0970104085014	1.05446628419665e-31	1.02858392994819e-29
chr14	62003121	62003521	401	*	7.032427166068	7.98844912580378	2.97465475755545	4.84745145959367	1.11422976782587e-31	1.07601168678944e-29
chr8	32958937	32959337	401	*	7.11609391222448	8.05067518582432	3.62058925685171	4.33257484112167	1.67281415818582e-31	1.59944221045549e-29
chr14	77406582	77406982	401	*	7.06588899787029	8.00828625809692	3.39069832633369	4.50929058901826	2.40111361044881e-31	2.27328962118669e-29
chr9	77502803	77503203	401	*	7.1602864238951	8.09726721996365	3.61206048661379	4.36147576225115	2.77256975352099e-31	2.59948603007303e-29
chr14	34969257	34969657	401	*	7.03280204649455	7.96927271217307	3.49595428054454	4.34908931712867	4.82388811789392e-31	4.47925841870208e-29
chr9	84032834	84033234	401	*	7.00024231468491	7.94303671425773	3.31526785719733	4.50284297810977	5.2489162056719e-31	4.82750321887367e-29
chr6	138424811	138425211	401	*	7.31946203633239	8.25765306554647	3.74386156469498	4.39263696168702	5.89506487810879e-31	5.37062655923553e-29
chr18	74956423	74956823	401	*	7.12377872859119	8.0476203946792	3.84224642592586	4.11089653569123	6.05686774740599e-31	5.46646465763548e-29
chr7	73584138	73584538	401	*	7.01753587813125	7.96840318192027	3.11710009706231	4.72400971621592	6.33451168141309e-31	5.6641091951302e-29
chr13	37152013	37152413	401	*	7.0197839757309	7.95478397632793	3.51522313891816	4.32689871395885	7.55271123486235e-31	6.691424990373e-29
chr5	82324276	82324676	401	*	6.94451346213997	7.89772691003361	2.97465475755545	4.77593293887878	1.06673047867539e-30	9.36492384778929e-29
chr3	84200587	84200987	401	*	7.5574742828246	8.45502204310123	4.69080835574586	3.70804198189184	1.18423197842122e-30	1.03028182122647e-28
chr10	39659525	39659925	401	*	7.14617080224119	8.07423276290951	3.78448351838865	4.20309905855266	1.66541035823217e-30	1.435970341915e-28
chr13	59971652	59972052	401	*	7.11171258604073	8.03306973432532	3.87526285118017	4.07024710027647	1.79741645151696e-30	1.53607528073445e-28
chr1	185439114	185439514	401	*	7.16514546857082	8.07803814748696	4.07198235729284	3.92447523352292	2.13328299826142e-30	1.8071152556325e-28
chr17	63171893	63172293	401	*	6.8931312570638	7.85180535415671	2.74694140714345	4.92040405791347	2.20751430083494e-30	1.85373613940548e-28
chr9	65744186	65744586	401	*	7.08186609748031	8.00583386956158	3.79800544183327	4.10442756255016	2.63319805021098e-30	2.19213737680064e-28
chr7	73637707	73638107	401	*	7.03629435362565	7.97014171866483	3.55652048239166	4.29199431728465	2.6840278203292e-30	2.21535527016402e-28
chr1	169485355	169485755	401	*	6.98237338452685	7.92414001966975	3.32257806097576	4.48210298575134	2.74487020193281e-30	2.24637385932756e-28
chr6	22794399	22794799	401	*	6.96333585399392	7.91427556769203	3.06080831486747	4.71162247485991	2.85724115885856e-30	2.31868721605858e-28
chr12	49836363	49836763	401	*	7.07653205891079	7.99805324306057	3.83715123380552	4.06846541525489	3.29416476783337e-30	2.6509790969139e-28
chr1	168908788	168909188	401	*	7.19818505927114	8.13905346457499	3.56002686707206	4.41877221175514	3.9793145937126e-30	3.17588768855228e-28
chr12	79680253	79680653	401	*	7.15428970537822	8.06828974742702	4.04321671642934	3.9382850990167	4.39061810806228e-30	3.47542615324241e-28
chr12	58551129	58551529	401	*	6.89114550176081	7.85120513380358	2.69644645081315	4.98685331982292	4.83806055148347e-30	3.79846754029885e-28
chr2	142334933	142335333	401	*	7.09234596619861	8.02369666776557	3.6647798372747	4.25408257180811	5.88113104931839e-30	4.58016794703772e-28
chr8	93917746	93918146	401	*	6.92135446576193	7.86355105796581	3.251081245699	4.47101998469482	7.13715275917866e-30	5.51387873563106e-28
chr5	25738422	25738822	401	*	6.94776885832742	7.89134232719131	3.24339864658209	4.49242672770364	9.13548291427082e-30	7.00169511929471e-28
chr16	29882732	29883132	401	*	7.07423008818002	7.99403062229044	3.86528617854493	4.03701475251808	1.1449437512371e-29	8.70608016196588e-28
chr17	30188355	30188755	401	*	7.16592605708758	8.08742990728167	3.92685526269723	4.08082308209395	1.25911398557208e-29	9.49942481146063e-28
chr12	6622632	6623032	401	*	6.94938320575549	7.88308498031168	3.47270872907957	4.29703383581598	1.38899504853329e-29	1.0398081537741e-27
chr18	27956490	27956890	401	*	6.8736578761141	7.81992013052102	3.10018563963931	4.57725229443379	1.59070056353594e-29	1.18164579554358e-27
chr16	25016333	25016733	401	*	7.0481926543593	7.96619879814616	3.87028313880903	3.99638792548307	3.90796074767887e-29	2.88085320155228e-27
chr18	52909840	52910240	401	*	7.00781913127781	7.9315986462951	3.72743289679578	4.11119574077252	1.11507874147403e-28	8.1578147018293e-27
chr11	113188243	113188643	401	*	6.96676610985692	7.89416358528858	3.61801423289354	4.15714171202412	1.39909908856562e-28	1.01587217280287e-26
chr1	133492362	133492762	401	*	6.93462356576343	7.86414616487743	3.54406647472333	4.1934001094502	1.44512732858846e-28	1.04146228449095e-26
chr6	36755099	36755499	401	*	7.0481216387319	7.96524816970596	3.8851710056587	3.99665195978579	1.60087005237405e-28	1.14515571079824e-26
chr6	51077001	51077401	401	*	7.08429871599809	7.99069765970453	4.09165345921508	3.81610980011755	1.73469539258508e-28	1.23176127986721e-26
chr4	111635535	111635935	401	*	7.18828943490967	8.11396792932522	3.87244537391549	4.15747861161597	2.64082492309347e-28	1.86149242936596e-26
chr1	41153163	41153563	401	*	6.93350330584221	7.88525246563909	3.0073766264018	4.70930695423698	2.83542354402043e-28	1.98418008439168e-26
chr10	92556823	92557223	401	*	6.93043860279951	7.86024315842962	3.53423802776617	4.21498658794722	7.92884510121139e-28	5.50855087355384e-26
chr13	59925984	59926384	401	*	7.06168453578506	7.97713109064198	3.92685526269723	3.96032991407638	8.47403199604483e-28	5.84526621327178e-26
chr9	118246990	118247390	401	*	6.81291925603262	7.75340380974528	3.18390541380712	4.41555042745392	1.16361063774289e-27	7.96949498488165e-26
chr6	17797343	17797743	401	*	7.04234921538587	7.97689528603845	3.54760322192184	4.27258731336567	1.1874708088305e-27	8.07563774709589e-26
chr18	45896891	45897291	401	*	7.2055024264511	8.09120068583583	4.49088177077236	3.53610744934915	1.56600407370978e-27	1.05754554823884e-25
chr3	84252801	84253201	401	*	7.21868713826073	8.10546713254416	4.49088177077236	3.53990007825477	1.89115179624673e-27	1.26825367335796e-25
chr2	105720808	105721208	401	*	6.92302974371336	7.85214822513143	3.54052103592564	4.20526930696674	2.09500933455817e-27	1.39527621681574e-25
chr3	9513701	9514101	401	*	6.7519074474938	7.69334056372267	3.10018563963931	4.45018455269526	2.35289868429227e-27	1.55629743795962e-25
chr13	44907672	44908072	401	*	7.07150234203254	7.97352245421164	4.14265272515738	3.73589303929813	2.40961593073056e-27	1.58297013898402e-25
chr14	7847736	7848136	401	*	6.87656722371467	7.8042853087798	3.52158932234054	4.1639203690285	2.90090035813129e-27	1.89283748368067e-25
chr6	51057076	51057476	401	*	7.07780242800993	7.97939731990793	4.15499017896654	3.74908465307665	3.45970532578011e-27	2.24230700208446e-25
chr14	93067409	93067809	401	*	7.22557645322476	8.12419447750071	4.34428901884704	3.71437756472586	3.55941909948467e-27	2.29155401624823e-25
chr19	59911536	59911936	401	*	6.82394301087344	7.75879555842889	3.32257806097576	4.29829483060113	4.4185391965891e-27	2.82581675638814e-25
chr2	28797636	28798036	401	*	6.9942244697522	7.9030200011865	3.96534441638546	3.83496404539577	6.01959832685079e-27	3.82442506857882e-25
chr1	168046259	168046659	401	*	7.05102006696333	7.94712360887598	4.20383558571138	3.66236129573675	6.96318645545518e-27	4.394999451002e-25
chr14	79203504	79203904	401	*	6.79755961630491	7.72858170351095	3.37671998450532	4.22568442749897	7.82572098071826e-27	4.90733685135041e-25
chr10	96397849	96398249	401	*	6.72123148440902	7.66210000575447	3.08307051864392	4.4241981939029	7.99248967401818e-27	4.97957888916087e-25
chr14	59969820	59970220	401	*	7.14223053364937	8.04088988583516	4.26037529318169	3.70412639850958	8.29091379915853e-27	5.1323945229791e-25
chr5	116278454	116278854	401	*	6.95226417592171	7.86651199633788	3.83715123380552	3.9415611503151	8.85425706587811e-27	5.44621404364235e-25
chr12	52138381	52138781	401	*	6.87789800823177	7.82027066276867	3.20331124835402	4.4908166376992	9.07641188702195e-27	5.54752592360576e-25
chr2	101978908	101979308	401	*	7.2427188426312	8.13315038048485	4.46941944930503	3.60169873913862	1.03755618560552e-26	6.30168558766826e-25
chr3	107002588	107002988	401	*	6.73428966873423	7.67065085903813	3.19987151658547	4.33076116820237	1.09389778065747e-26	6.60235679238075e-25
chr9	118318780	118319180	401	*	7.04028438461299	7.94279527017947	4.10443288173003	3.76412422229504	1.22661025756977e-26	7.35737593624302e-25
chr11	60311438	60311838	401	*	7.06824934441667	7.96208624270926	4.251081245699	3.62519618450056	1.46396398222818e-26	8.70879917544512e-25
chr14	98073061	98073461	401	*	6.81878091047471	7.74570009718847	3.47926487553164	4.14968836093645	1.46995367670866e-26	8.70879917544512e-25
chr3	127646154	127646554	401	*	6.86994191201043	7.7949778470831	3.5661987991807	4.09810850884046	2.09446587433941e-26	1.23330835051803e-24
chr15	67245217	67245617	401	*	6.95282259770016	7.85981695547168	3.95126526904948	3.80457892798802	2.41705932676588e-26	1.41463890415625e-24
chr13	26657101	26657501	401	*	7.24102171453494	8.13146655836818	4.46755367866489	3.59591972398282	2.73963011403885e-26	1.59377156694417e-24
chr2	38144351	38144751	401	*	6.93899795943382	7.86101000660571	3.69080835574586	4.04990783515053	2.93791778336924e-26	1.69889054095789e-24
chr1	41742832	41743232	401	*	6.86770498101621	7.78229813305332	3.74694140714345	3.9331638510415	4.01595913510845e-26	2.30845936712752e-24
chr3	88205354	88205754	401	*	6.82907104973604	7.75020112125367	3.59666850686454	4.03230949735246	4.24395692290597e-26	2.42508236713035e-24
chr1	61265661	61266061	401	*	6.70880544748695	7.64769735652218	3.11710009706231	4.40402200243034	5.62787463280932e-26	3.19696384288468e-24
chr11	112811506	112811906	401	*	6.91136733171629	7.83857962178173	3.5661987991807	4.14398757908296	6.32470635296945e-26	3.57179469301906e-24
chr18	55136389	55136789	401	*	7.11478224236101	8.02476165800227	4.06763835391485	3.84517990836807	6.55057383957176e-26	3.67784253306654e-24
chr1	47163818	47164218	401	*	6.74003914303277	7.687409871369	2.93704736923641	4.5741264021238	7.29362320599256e-26	4.07135949712544e-24
chr7	29070574	29070974	401	*	6.9189015893839	7.84219643509978	3.64741989728865	4.09621635160619	7.86614021508195e-26	4.36570781937048e-24
chr2	63963163	63963563	401	*	6.82655761778554	7.74118498654389	3.70523287782147	3.92032851721501	1.0200942406645e-25	5.62917147548402e-24
chr6	98767715	98768115	401	*	7.08428401463157	7.97760258425567	4.2738865843814	3.61705455062859	1.08813041402224e-25	5.97049739102996e-24
chr15	88468601	88469001	401	*	6.91456019459894	7.82288442609541	3.89288292426733	3.83757547663016	1.09786798422983e-25	5.98989329023018e-24
chr1	39947657	39948057	401	*	6.99003030537962	7.88350436552331	4.17760536952065	3.61701603420824	1.27767525226309e-25	6.93174714107001e-24
chr6	4739936	4740336	401	*	6.76864575271898	7.68827428718775	3.56270740110109	4.0224442733417	1.43971559348206e-25	7.76722541131633e-24
chr18	78455052	78455452	401	*	6.89207063561361	7.81027222067887	3.71081499067414	3.99754996447184	1.46169944900696e-25	7.84201754392236e-24
chr5	77122444	77122844	401	*	6.80111959027902	7.71942900792927	3.61801423289354	3.9787413761617	1.47137585030661e-25	7.85031855602812e-24
chr6	144481158	144481558	401	*	6.68063955939957	7.61171435927337	3.25872315026467	4.21466593252247	1.49839678710233e-25	7.95055921596002e-24
chr9	65267918	65268318	401	*	6.94973360628068	7.86980556984054	3.73603317504016	4.0225842474934	1.86968725087971e-25	9.86643157472426e-24
chr4	58670777	58671177	401	*	6.62821114178473	7.57377177255452	2.87310483779585	4.51462576603309	1.93411173345008e-25	1.01509331575692e-23
chr10	67559861	67560261	401	*	6.92858127494628	7.82845880955587	4.02988080308195	3.70161777663687	2.09514364029937e-25	1.09366498023627e-23
chr2	74451120	74451520	401	*	6.75088383304767	7.70361007067585	2.79572862124861	4.68240974168764	2.11576316806213e-25	1.0984905867729e-23
chr4	149255240	149255640	401	*	6.74151450833919	7.67152537179956	3.34116985773689	4.17805023142764	2.22094596102318e-25	1.14693449976475e-23
chr7	96865343	96865743	401	*	6.95694847541344	7.85137665081581	4.13201482721939	3.64354543963539	2.31247068157235e-25	1.18784730701831e-23
chr7	141026306	141026706	401	*	6.62532479232669	7.56962274338906	2.90267121050852	4.49500422402745	2.54341305206836e-25	1.29956295469969e-23
chr2	118320526	118320926	401	*	6.5812985734786	7.54054447645563	2.41529203174648	4.89823401248244	3.65993633494292e-25	1.86021079929178e-23
chr18	34043084	34043484	401	*	6.71030694188374	7.63524285429639	3.40843791961992	4.09214309000252	4.15645352126015e-25	2.10151160496383e-23
chr16	50585965	50586365	401	*	6.87812750895114	7.77834739355254	3.97465475755545	3.72076332999242	4.80493375300990e-25	2.4167315235842e-23
chr8	10760824	10761224	401	*	6.99840429593872	7.89067488913367	4.20159240761292	3.61618847085807	5.40163894155076e-25	2.70277861443294e-23
chr5	96421655	96422055	401	*	6.72177760202118	7.6394063128353	3.55030691710662	3.97228148812286	5.94160885153143e-25	2.95763488037314e-23
chr14	13651781	13652181	401	*	6.89287772089571	7.79132994368077	4.01386583373195	3.69332704257827	6.24793832913613e-25	3.09417130484449e-23
chr2	17881321	17881721	401	*	6.63526360304993	7.56951849161349	3.14677694374767	4.26864794053101	7.48110645814824e-25	3.68597168705804e-23
chr1	41605185	41605585	401	*	6.67664370751131	7.60260208349871	3.3554951996694	4.10793703450213	8.41757139524573e-25	4.12631913522274e-23
chr13	90643075	90643475	401	*	6.58697269201736	7.52454619415106	3.02540796304232	4.34753923940557	8.65103212275821e-25	4.20422638961439e-23
